timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1578491304865,234,Search,200,OK,Main 1-12,text,true,,95943,859,20,20,https://www.bing.com:443/?toWww=1&redig=A1F3281FBA4A4FE780474F30FA179FC7,85,0,0
1578491304865,85,Search-0,301,,Main 1-12,text,true,,593,402,20,20,https://bing.com/,85,0,0
1578491304950,149,Search-1,200,OK,Main 1-12,text,true,,95350,457,20,20,https://www.bing.com:443/?toWww=1&redig=A1F3281FBA4A4FE780474F30FA179FC7,147,0,0
1578491304918,336,Login,200,OK,Main 1-20,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=172FAF2F6FA2402494845240F7E40194,186,0,55
1578491304918,186,Login-0,301,,Main 1-20,text,true,,1011,113,20,20,https://bing.com/,186,0,55
1578491305104,127,Login-1,200,OK,Main 1-20,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=172FAF2F6FA2402494845240F7E40194,110,0,34
1578491305234,20,Login-2,200,OK,Main 1-20,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,20,0,0
1578491304943,382,Search,200,OK,Main 1-1,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=77726EEF7FBE48748900E00091E75E8A,74,0,0
1578491304943,74,Search-0,301,,Main 1-1,text,true,,1011,113,20,20,https://bing.com/,74,0,0
1578491305017,249,Search-1,200,OK,Main 1-1,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=77726EEF7FBE48748900E00091E75E8A,120,0,0
1578491305268,57,Search-2,200,OK,Main 1-1,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,57,0,40
1578491305039,330,Search,200,OK,Main 1-2,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=D1A4FE4D32D6406D87CE6F80FECE30B2,59,0,0
1578491305039,59,Search-0,301,,Main 1-2,text,true,,1011,113,20,20,https://bing.com/,59,0,0
1578491305098,218,Search-1,200,OK,Main 1-2,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=D1A4FE4D32D6406D87CE6F80FECE30B2,78,0,0
1578491305317,52,Search-2,200,OK,Main 1-2,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,52,0,34
1578491305216,308,Search,200,OK,Main 1-8,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=D1595AD3CB0643C498E032837DCAA042,156,0,42
1578491305216,156,Search-0,301,,Main 1-8,text,true,,1011,113,20,20,https://bing.com/,156,0,42
1578491305373,131,Search-1,200,OK,Main 1-8,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=D1595AD3CB0643C498E032837DCAA042,114,0,36
1578491305506,18,Search-2,200,OK,Main 1-8,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,18,0,0
1578491305266,289,Search,200,OK,Main 1-13,text,true,,95943,859,20,20,https://www.bing.com:443/?toWww=1&redig=F2F04E1EDBE94E3C9ED7648C2696306D,83,0,21
1578491305266,83,Search-0,301,,Main 1-13,text,true,,593,402,20,20,https://bing.com/,83,0,21
1578491305349,206,Search-1,200,OK,Main 1-13,text,true,,95350,457,20,20,https://www.bing.com:443/?toWww=1&redig=F2F04E1EDBE94E3C9ED7648C2696306D,191,0,46
1578491305668,226,Search,200,OK,Main 1-14,text,true,,95944,859,20,20,https://www.bing.com:443/?toWww=1&redig=5ADAEFB0F3084E3A9688AA80D4DEF05E,93,0,34
1578491305668,93,Search-0,301,,Main 1-14,text,true,,593,402,20,20,https://bing.com/,93,0,34
1578491305761,133,Search-1,200,OK,Main 1-14,text,true,,95351,457,20,20,https://www.bing.com:443/?toWww=1&redig=5ADAEFB0F3084E3A9688AA80D4DEF05E,116,0,39
1578491305666,250,Search,200,OK,Main 1-5,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=25614C6375A04FDEBBBF30802BA4C33C,95,0,34
1578491305666,95,Search-0,301,,Main 1-5,text,true,,1011,113,20,20,https://bing.com/,95,0,34
1578491305761,134,Search-1,200,OK,Main 1-5,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=25614C6375A04FDEBBBF30802BA4C33C,118,0,39
1578491305897,19,Search-2,200,OK,Main 1-5,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,19,0,0
1578491305768,250,Search,200,OK,Main 1-3,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=96268E242AEA48259F1F341AB6E4EE31,98,0,36
1578491305768,98,Search-0,301,,Main 1-3,text,true,,1011,113,20,20,https://bing.com/,98,0,36
1578491305866,129,Search-1,200,OK,Main 1-3,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=96268E242AEA48259F1F341AB6E4EE31,112,0,35
1578491305996,22,Search-2,200,OK,Main 1-3,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,22,0,0
1578491305915,268,Search,200,OK,Main 1-9,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=0627B2A1FA4A44208640B4E7BB41E35D,92,0,34
1578491305915,92,Search-0,301,,Main 1-9,text,true,,1011,113,20,20,https://bing.com/,92,0,34
1578491306008,155,Search-1,200,OK,Main 1-9,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=0627B2A1FA4A44208640B4E7BB41E35D,138,0,59
1578491306165,18,Search-2,200,OK,Main 1-9,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,18,0,0
1578491306068,229,Search,200,OK,Main 1-15,text,true,,95944,859,20,20,https://www.bing.com:443/?toWww=1&redig=270F80B17991425C9A1E31D8EC87A053,99,0,34
1578491306068,99,Search-0,301,,Main 1-15,text,true,,593,402,20,20,https://bing.com/,99,0,34
1578491306167,130,Search-1,200,OK,Main 1-15,text,true,,95351,457,20,20,https://www.bing.com:443/?toWww=1&redig=270F80B17991425C9A1E31D8EC87A053,113,0,34
1578491306466,238,Search,200,OK,Main 1-16,text,true,,95944,859,20,20,https://www.bing.com:443/?toWww=1&redig=C7A09FAC85F244CF9867591635C25D16,109,0,48
1578491306466,109,Search-0,301,,Main 1-16,text,true,,593,402,20,20,https://bing.com/,109,0,48
1578491306576,128,Search-1,200,OK,Main 1-16,text,true,,95351,457,20,20,https://www.bing.com:443/?toWww=1&redig=C7A09FAC85F244CF9867591635C25D16,111,0,33
1578491306515,341,Search,200,OK,Main 1-6,text,true,,97532,829,20,20,https://www.bing.com:443/?toWww=1&redig=9CDFF36BA83448228B93A6998B0CBC97,107,0,45
1578491306515,107,Search-0,301,,Main 1-6,text,true,,1011,113,20,20,https://bing.com/,107,0,45
1578491306623,205,Search-1,200,OK,Main 1-6,text,true,,95869,276,20,20,https://www.bing.com:443/?toWww=1&redig=9CDFF36BA83448228B93A6998B0CBC97,188,0,45
1578491306833,23,Search-2,200,OK,Main 1-6,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,22,0,0
1578491306615,262,Search,200,OK,Main 1-10,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=A88EEEA755C748F3982F2A83CDF124A6,115,0,53
1578491306615,115,Search-0,301,,Main 1-10,text,true,,1011,113,20,20,https://bing.com/,115,0,53
1578491306730,128,Search-1,200,OK,Main 1-10,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=A88EEEA755C748F3982F2A83CDF124A6,111,0,34
1578491306860,17,Search-2,200,OK,Main 1-10,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,17,0,0
1578491306715,245,Search,200,OK,Main 1-17,text,true,,95944,859,20,20,https://www.bing.com:443/?toWww=1&redig=F58E9B1B778F44F7BAE8DDF1F4178B6E,100,0,37
1578491306715,100,Search-0,301,,Main 1-17,text,true,,593,402,20,20,https://bing.com/,100,0,37
1578491306815,145,Search-1,200,OK,Main 1-17,text,true,,95351,457,20,20,https://www.bing.com:443/?toWww=1&redig=F58E9B1B778F44F7BAE8DDF1F4178B6E,129,0,45
1578491307067,267,Search,200,OK,Main 1-4,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=82271F568B4D4BCCA35D5AA0BD35A3E7,113,0,49
1578491307067,113,Search-0,301,,Main 1-4,text,true,,1011,113,20,20,https://bing.com/,113,0,49
1578491307181,134,Search-1,200,OK,Main 1-4,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=82271F568B4D4BCCA35D5AA0BD35A3E7,118,0,39
1578491307317,17,Search-2,200,OK,Main 1-4,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,17,0,0
1578491307166,249,Search,200,OK,Main 1-11,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=BEA4315B810C49C2BE1144C924D6765B,106,0,44
1578491307166,106,Search-0,301,,Main 1-11,text,true,,1011,113,20,20,https://bing.com/,106,0,44
1578491307272,124,Search-1,200,OK,Main 1-11,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=BEA4315B810C49C2BE1144C924D6765B,108,0,33
1578491307398,17,Search-2,200,OK,Main 1-11,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,17,0,0
1578491307265,239,Search,200,OK,Main 1-18,text,true,,95944,859,20,20,https://www.bing.com:443/?toWww=1&redig=FEA592ACB76A4D558C9CE61A2C0AC4C3,93,0,35
1578491307265,93,Search-0,301,,Main 1-18,text,true,,593,402,20,20,https://bing.com/,93,0,35
1578491307359,145,Search-1,200,OK,Main 1-18,text,true,,95351,457,20,20,https://www.bing.com:443/?toWww=1&redig=FEA592ACB76A4D558C9CE61A2C0AC4C3,128,0,36
1578491307666,299,Search,200,OK,Main 1-7,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=ABE72E7843A848A286F07A43BF24F3FC,112,0,48
1578491307666,112,Search-0,301,,Main 1-7,text,true,,1011,113,20,20,https://bing.com/,112,0,48
1578491307778,167,Search-1,200,OK,Main 1-7,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=ABE72E7843A848A286F07A43BF24F3FC,148,0,32
1578491307946,19,Search-2,200,OK,Main 1-7,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,19,0,0
1578491307666,302,Search,200,OK,Main 1-19,text,true,,95944,859,20,20,https://www.bing.com:443/?toWww=1&redig=01FED73EB7414AFC8206ED1292FEC904,107,0,48
1578491307666,107,Search-0,301,,Main 1-19,text,true,,593,402,20,20,https://bing.com/,107,0,48
1578491307773,195,Search-1,200,OK,Main 1-19,text,true,,95351,457,20,20,https://www.bing.com:443/?toWww=1&redig=01FED73EB7414AFC8206ED1292FEC904,114,0,33
1578491307865,239,Search,200,OK,Main 1-12,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=1C726B8865A8488A84802092D5C7D543,92,0,33
1578491307865,93,Search-0,301,,Main 1-12,text,true,,1011,113,20,20,https://bing.com/,92,0,33
1578491307958,127,Search-1,200,OK,Main 1-12,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=1C726B8865A8488A84802092D5C7D543,110,0,35
1578491308086,18,Search-2,200,OK,Main 1-12,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,18,0,0
1578491307918,227,Search,200,OK,Main 1-20,text,true,,95944,859,20,20,https://www.bing.com:443/?toWww=1&redig=6454DD103F0B44E980960405E1DF95D0,95,0,37
1578491307918,96,Search-0,301,,Main 1-20,text,true,,593,402,20,20,https://bing.com/,95,0,37
1578491308014,131,Search-1,200,OK,Main 1-20,text,true,,95351,457,20,20,https://www.bing.com:443/?toWww=1&redig=6454DD103F0B44E980960405E1DF95D0,115,0,35
1578491307943,253,Search,200,OK,Main 1-1,text,true,,97533,829,20,20,https://www.bing.com:443/?toWww=1&redig=578C074831984EEFAEC37E5631CDD1A3,101,0,34
1578491307943,101,Search-0,301,,Main 1-1,text,true,,1011,113,20,20,https://bing.com/,101,0,34
1578491308045,129,Search-1,200,OK,Main 1-1,text,true,,95870,276,20,20,https://www.bing.com:443/?toWww=1&redig=578C074831984EEFAEC37E5631CDD1A3,113,0,35
1578491308176,20,Search-2,200,OK,Main 1-1,bin,true,,652,440,20,20,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,20,0,0
1578491308039,248,Search,200,OK,Main 1-2,text,true,,97533,829,19,19,https://www.bing.com:443/?toWww=1&redig=3EB3A660D9474BD0964023A3817D0327,98,0,35
1578491308039,98,Search-0,301,,Main 1-2,text,true,,1011,113,19,19,https://bing.com/,98,0,35
1578491308137,130,Search-1,200,OK,Main 1-2,text,true,,95870,276,19,19,https://www.bing.com:443/?toWww=1&redig=3EB3A660D9474BD0964023A3817D0327,113,0,34
1578491308268,19,Search-2,200,OK,Main 1-2,bin,true,,652,440,19,19,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,19,0,0
1578491308216,241,Search,200,OK,Main 1-8,text,true,,97533,829,18,18,https://www.bing.com:443/?toWww=1&redig=104C436AE34744E0B679FCCA875869A9,92,0,34
1578491308216,92,Search-0,301,,Main 1-8,text,true,,1011,113,18,18,https://bing.com/,92,0,34
1578491308309,128,Search-1,200,OK,Main 1-8,text,true,,95870,276,18,18,https://www.bing.com:443/?toWww=1&redig=104C436AE34744E0B679FCCA875869A9,111,0,32
1578491308439,18,Search-2,200,OK,Main 1-8,bin,true,,652,440,18,18,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,18,0,0
1578491308267,287,Search,200,OK,Main 1-13,text,true,,97533,829,18,18,https://www.bing.com:443/?toWww=1&redig=6E37A0AF803C4CA7B98F8077D7B6AA05,93,0,34
1578491308267,93,Search-0,301,,Main 1-13,text,true,,1011,113,18,18,https://bing.com/,93,0,34
1578491308360,175,Search-1,200,OK,Main 1-13,text,true,,95870,276,18,18,https://www.bing.com:443/?toWww=1&redig=6E37A0AF803C4CA7B98F8077D7B6AA05,158,0,40
1578491308537,17,Search-2,200,OK,Main 1-13,bin,true,,652,440,18,18,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,17,0,0
1578491308665,234,Search,200,OK,Main 1-5,text,true,,97533,829,18,18,https://www.bing.com:443/?toWww=1&redig=F6EE7E7B9C9F4B5F9783D4F9D6CC9723,89,0,31
1578491308665,89,Search-0,301,,Main 1-5,text,true,,1011,113,18,18,https://bing.com/,89,0,31
1578491308754,122,Search-1,200,OK,Main 1-5,text,true,,95870,276,18,18,https://www.bing.com:443/?toWww=1&redig=F6EE7E7B9C9F4B5F9783D4F9D6CC9723,106,0,32
1578491308877,22,Search-2,200,OK,Main 1-5,bin,true,,652,440,18,18,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,22,0,0
1578491308766,242,Search,200,OK,Main 1-3,text,true,,97533,829,18,18,https://www.bing.com:443/?toWww=1&redig=20F503DC0128422C8775872F53E3E980,94,0,33
1578491308766,94,Search-0,301,,Main 1-3,text,true,,1011,113,18,18,https://bing.com/,94,0,33
1578491308860,128,Search-1,200,OK,Main 1-3,text,true,,95870,276,18,18,https://www.bing.com:443/?toWww=1&redig=20F503DC0128422C8775872F53E3E980,112,0,36
1578491308989,19,Search-2,200,OK,Main 1-3,bin,true,,652,440,18,18,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,19,0,0
1578491308667,352,Search,200,OK,Main 1-14,text,true,,97533,829,17,17,https://www.bing.com:443/?toWww=1&redig=22D20375CE864D5EBE9B948CB68005C2,160,0,32
1578491308667,160,Search-0,301,,Main 1-14,text,true,,1011,113,17,17,https://bing.com/,160,0,32
1578491308828,172,Search-1,200,OK,Main 1-14,text,true,,95870,276,17,17,https://www.bing.com:443/?toWww=1&redig=22D20375CE864D5EBE9B948CB68005C2,150,0,33
1578491309001,18,Search-2,200,OK,Main 1-14,bin,true,,652,440,17,17,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,18,0,0
1578491308914,247,Search,200,OK,Main 1-9,text,true,,97533,829,17,17,https://www.bing.com:443/?toWww=1&redig=855280BF24FD48C5937A26B1A3DD577D,94,0,35
1578491308914,94,Search-0,301,,Main 1-9,text,true,,1011,113,17,17,https://bing.com/,94,0,35
1578491309008,135,Search-1,200,OK,Main 1-9,text,true,,95870,276,17,17,https://www.bing.com:443/?toWww=1&redig=855280BF24FD48C5937A26B1A3DD577D,119,0,35
1578491309145,16,Search-2,200,OK,Main 1-9,bin,true,,652,440,17,17,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,16,0,0
1578491309066,296,Search,200,OK,Main 1-15,text,true,,97533,829,17,17,https://www.bing.com:443/?toWww=1&redig=E110671AABF9445CA207B59C04C216C0,95,0,35
1578491309066,95,Search-0,301,,Main 1-15,text,true,,1011,113,17,17,https://bing.com/,95,0,35
1578491309162,179,Search-1,200,OK,Main 1-15,text,true,,95870,276,17,17,https://www.bing.com:443/?toWww=1&redig=E110671AABF9445CA207B59C04C216C0,162,0,78
1578491309344,18,Search-2,200,OK,Main 1-15,bin,true,,652,440,17,17,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,18,0,0
1578491309465,308,Search,200,OK,Main 1-16,text,true,,97533,829,17,17,https://www.bing.com:443/?toWww=1&redig=04B13A223F9347B880F3988E1CD8AA99,175,0,46
1578491309465,175,Search-0,301,,Main 1-16,text,true,,1011,113,17,17,https://bing.com/,175,0,46
1578491309640,115,Search-1,200,OK,Main 1-16,text,true,,95870,276,17,17,https://www.bing.com:443/?toWww=1&redig=04B13A223F9347B880F3988E1CD8AA99,98,0,21
1578491309757,16,Search-2,200,OK,Main 1-16,bin,true,,652,440,17,17,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,16,0,0
1578491309515,276,Search,200,OK,Main 1-6,text,true,,97533,829,17,17,https://www.bing.com:443/?toWww=1&redig=18E05D5F7D9A4377A916E6479D079A80,101,0,43
1578491309515,101,Search-0,301,,Main 1-6,text,true,,1011,113,17,17,https://bing.com/,101,0,43
1578491309616,155,Search-1,200,OK,Main 1-6,text,true,,95870,276,17,17,https://www.bing.com:443/?toWww=1&redig=18E05D5F7D9A4377A916E6479D079A80,139,0,37
1578491309772,19,Search-2,200,OK,Main 1-6,bin,true,,652,440,17,17,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,19,0,0
1578491309615,275,Search,200,OK,Main 1-10,text,true,,97533,829,17,17,https://www.bing.com:443/?toWww=1&redig=4917152976D94F3A891DD563A88480E4,101,0,41
1578491309615,101,Search-0,301,,Main 1-10,text,true,,1011,113,17,17,https://bing.com/,101,0,41
1578491309717,154,Search-1,200,OK,Main 1-10,text,true,,95870,276,17,17,https://www.bing.com:443/?toWww=1&redig=4917152976D94F3A891DD563A88480E4,133,0,45
1578491309871,19,Search-2,200,OK,Main 1-10,bin,true,,652,440,17,17,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,19,0,0
1578491309716,263,Search,200,OK,Main 1-17,text,true,,97533,829,17,17,https://www.bing.com:443/?toWww=1&redig=1FD593F99C0C46DDBCC6487AF4AD8CFC,108,0,46
1578491309716,108,Search-0,301,,Main 1-17,text,true,,1011,113,17,17,https://bing.com/,108,0,46
1578491309824,133,Search-1,200,OK,Main 1-17,text,true,,95870,276,17,17,https://www.bing.com:443/?toWww=1&redig=1FD593F99C0C46DDBCC6487AF4AD8CFC,116,0,34
1578491309959,20,Search-2,200,OK,Main 1-17,bin,true,,652,440,17,17,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,20,0,0
1578491310067,296,Search,200,OK,Main 1-4,text,true,,97533,829,17,17,https://www.bing.com:443/?toWww=1&redig=EDEF4122003D412D9BC09A246E6CB560,95,0,34
1578491310067,95,Search-0,301,,Main 1-4,text,true,,1011,113,17,17,https://bing.com/,95,0,34
1578491310163,180,Search-1,200,OK,Main 1-4,text,true,,95870,276,17,17,https://www.bing.com:443/?toWww=1&redig=EDEF4122003D412D9BC09A246E6CB560,164,0,34
1578491310345,18,Search-2,200,OK,Main 1-4,bin,true,,652,440,17,17,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,18,0,0
1578491310166,251,Search,200,OK,Main 1-11,text,true,,97533,829,16,16,https://www.bing.com:443/?toWww=1&redig=4B1296446B294F9EA535EDCEBF4F1D03,96,0,32
1578491310166,96,Search-0,301,,Main 1-11,text,true,,1011,113,16,16,https://bing.com/,96,0,32
1578491310263,137,Search-1,200,OK,Main 1-11,text,true,,95870,276,16,16,https://www.bing.com:443/?toWww=1&redig=4B1296446B294F9EA535EDCEBF4F1D03,120,0,38
1578491310401,16,Search-2,200,OK,Main 1-11,bin,true,,652,440,16,16,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,16,0,0
1578491310267,246,Search,200,OK,Main 1-18,text,true,,97533,829,16,16,https://www.bing.com:443/?toWww=1&redig=AB76520A6A5940D39DD810262149FA01,96,0,37
1578491310267,96,Search-0,301,,Main 1-18,text,true,,1011,113,16,16,https://bing.com/,96,0,37
1578491310364,132,Search-1,200,OK,Main 1-18,text,true,,95870,276,16,16,https://www.bing.com:443/?toWww=1&redig=AB76520A6A5940D39DD810262149FA01,115,0,33
1578491310497,16,Search-2,200,OK,Main 1-18,bin,true,,652,440,16,16,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,16,0,0
1578491310666,236,Search,200,OK,Main 1-19,text,true,,97533,829,16,16,https://www.bing.com:443/?toWww=1&redig=5312064A92F14BC7AE0C22EF5378846B,91,0,33
1578491310666,91,Search-0,301,,Main 1-19,text,true,,1011,113,16,16,https://bing.com/,91,0,33
1578491310757,125,Search-1,200,OK,Main 1-19,text,true,,95870,276,16,16,https://www.bing.com:443/?toWww=1&redig=5312064A92F14BC7AE0C22EF5378846B,109,0,34
1578491310884,18,Search-2,200,OK,Main 1-19,bin,true,,652,440,16,16,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,17,0,0
1578491310666,240,Search,200,OK,Main 1-7,text,true,,97533,829,16,16,https://www.bing.com:443/?toWww=1&redig=E06B309C55A942BFA189C8C10AE25AE3,95,0,33
1578491310666,95,Search-0,301,,Main 1-7,text,true,,1011,113,16,16,https://bing.com/,95,0,33
1578491310761,126,Search-1,200,OK,Main 1-7,text,true,,95870,276,16,16,https://www.bing.com:443/?toWww=1&redig=E06B309C55A942BFA189C8C10AE25AE3,110,0,32
1578491310888,18,Search-2,200,OK,Main 1-7,bin,true,,652,440,16,16,https://www.bing.com:443/sa/simg/bing_p_rr_teal_min.ico,18,0,0
1578491310865,250,Search,200,OK,Main 1-12,text,true,,97533,829,16,16,https://www.bing.com:443/?toWww=1&redig=8B2655BFD8EF473AA3450EF87BE903C9,96,0,31
1578491310865,96,Search-0,301,,Main 1-12,text,true,,1011,113,16,16,https://bing.com/,96,0,31
